0    0.77104821360590414 0.23665585224461685 0.27186077350091753  0         0.60567808151245117 0.59845542907714844 0.43942093849182129 
1    0.64516142894275552 0.055309318543248352 0.064062687830275758  0         0.32380831241607666 0.66214847564697266 0.89405930042266846 
2    0.85054831267697617 0.83896280769348208 0.12853884984004502  0         0.78500568866729736 0.012680649757385254 0.74166548252105713 
3    0.65634524824581175 0.55971461779320375 0.17158289827694587  0         0.34910106658935547 0.10773372650146484 0.64702153205871582 
4    0.64516142894275552 0.055368774711701298 0.022720032563298735  0         0.32380831241607666 0.66214847564697266 1 
5    0.65634524824581175 0.55971461779320375 0.17158289827694587  0         0.34910106658935547 0.10773372650146484 0.64702153205871582 
6    0.64516142894275552 0.055209463992901379 0.2154924450231101  0         0.32380831241607666 0.66214847564697266 0.5543668270111084 
7    0.64516142894275552 0.055164890919800459 0.61552463654437883  0         0.32380831241607666 0.66214847564697266 -0.21912640333175659 
8    0.65097746854285365 0.59283376235455054 0.7276402331883145  0         0.33711600303649902 0.06532442569732666 -0.43817710876464844 
9    0.77104821360590414 0.23665585224461685 0.27186077350091753  0         0.60567808151245117 0.59845542907714844 0.43942093849182129 
10    0.94545623527015976 0.54167128943052023 0.67144988429289865  0         1 0.45409977436065674 -0.32669258117675781 
11    0.91595750761594319 0.23456681084956915 0.44598561727307506  0         0.93325304985046387 0.76446652412414551 0.10188639163970947 
12    0.64516142894275552 0.16119810908317445 0.022720032563291623  0         0.32380831241607666 0.54234063625335693 1 
13    0.64516142894275552 0.055368774711701298 0.022720032563298735  0         0.32380831241607666 0.66214847564697266 1 
14    0.6626065587842892 0.072380857521222447 0.1902675793743803  0         0.36329257488250732 0.66214847564697266 0.60741209983825684 
15    0.65097746854285365 0.59283376235455054 0.7276402331883145  0         0.33711600303649902 0.06532442569732666 -0.43817710876464844 
16    0.64516142894275552 0.34802726783815452 0.12324389017992569  0         0.32380831241607666 0.33152890205383301 0.75406551361083984 
17    0.64516142894275552 0.055170024896205802 0.35275992391587735  0         0.32380831241607666 0.66214847564697266 0.2804025411605835 
18    0.66752530030606572 0.52794167175907758 0.27835855017536437  0         0.37413263320922852 0.1558225154876709 0.42628610134124756 
19    0.64516142894275552 0.055368774711701298 0.022720032563298735  0         0.32380831241607666 0.66214847564697266 1 
20    0.64516142894275552 0.055303285040736797 0.069755213618182113  0         0.32380831241607666 0.66214847564697266 0.87990391254425049 
21    0.64516142894275552 0.055231460150397968 0.16834588191433486  0         0.32380831241607666 0.66214847564697266 0.65415632724761963 
22    0.94545623527015976 0.61860170128548309 0.97727996749278301  0         1 0.3675386905670166 -1 
23    0.65634524824581175 0.55971461779320375 0.17158289827694587  0         0.34910106658935547 0.10773372650146484 0.64702153205871582 
24    0.6907665679126509 0.10810884389497946 0.84677770437304112  0         0.42622017860412598 0.65347743034362793 -0.68746578693389893 
25    0.64516142894275552 0.17094024248232736 0.022720032563291043  0         0.32380831241607666 0.53139495849609375 1 
26    0.94545623527015976 0.68388613125868047 0.3121984987027363  0         1 0.29544103145599365 0.35930478572845459 
27    0.91595750761594319 0.23456681084956915 0.44598561727307506  0         0.93325304985046387 0.76446652412414551 0.10188639163970947 
