0 2108  0 0   172.439 0.000131763
100 12326  0 0   538.618 4.49023e-05
200 19192  0 0   728.267 2.80812e-05
300 24909  0 0   868.977 2.17427e-05
400 31767  0 0   1024.17 1.61936e-05
500 36581  0 0   1125.55 1.39708e-05
600 39023  0 0   1175.34 1.32972e-05
700 40355  0 0   1201.91 1.29501e-05
800 42973  0 0   1252.98 1.35347e-05
900 48759  0 0   1364.56 1.27451e-05
1000 55595  0 0   1496.93 9.82164e-06
1100 59450  0 0   1568.88 8.46844e-06
1200 61972  0 0   1613.81 7.74563e-06
1300 62715  0 0   1626.7 7.61469e-06
1400 63119  0 0   1632.99 7.73063e-06
1500 63681  0 0   1642.21 7.78191e-06
1600 64196  0 0   1650.81 7.7667e-06
1700 64335  0 0   1652.71 7.84961e-06
1800 65177  0 0   1666.69 7.86282e-06
1900 68851  0 0   1730.28 7.4246e-06
