0    0.0603722830613454 0.42523398250341415  -0.39000000000000001  -0.72690987586975098         -0.94702029228210449 -1 -0.99051284790039062 1 1 0.97240996360778809 -0.64056706428527832 -0.26817762851715088 0.54923474788665771 0.85076260566711426 0.97425103187561035 0.069808244705200195 -0.65146362781524658 -0.73068046569824219 -0.16480338573455811 0.30883920192718506 -0.67424112558364868 -0.33402127027511597 
1    0.07446222503979999 0.37655721604824066  -0.080000000000000002  -0.64467447996139526         -0.89146411418914795 -1 -0.89543306827545166 0.75108957290649414 1 0.97240996360778809 -0.67402684688568115 -0.53457903861999512 0.85525810718536377 0.72990560531616211 1 0.069808244705200195 -0.89845025539398193 -0.9408642053604126 0.069115877151489258 -0.79411470890045166 -0.73624980449676514 -0.7598721981048584 
2    0.075727780659993471 0.39322007944186527  -0.11  -0.60311436653137207         -0.89146411418914795 -1 -0.89543306827545166 0.75108957290649414 1 0.97240996360778809 -0.67402684688568115 -0.53457903861999512 0.85525810718536377 0.72990560531616211 1 0.069808244705200195 -0.89845025539398193 -0.9408642053604126 0.069115877151489258 -0.79411470890045166 -0.67424112558364868 -0.7598721981048584 
3    0.069803277651468904 0.43258841335773468  -0.26000000000000001  -0.57087087631225586         -0.89146411418914795 -1 -0.89543306827545166 0.75108957290649414 1 0.97240996360778809 -0.67402684688568115 -0.53457903861999512 0.85525810718536377 0.73878192901611328 0.73000895977020264 0.069808244705200195 -0.89845025539398193 -0.9408642053604126 0.069115877151489258 -0.79411470890045166 -0.67424112558364868 -0.7598721981048584 
4    0.073110987742741884 0.44464610392848652  -0.28999999999999998  -0.54789727926254272         -0.89146411418914795 -1 -0.89543306827545166 0.75108957290649414 1 0.97240996360778809 -0.67402684688568115 -0.53457903861999512 0.85525810718536377 0.72990560531616211 0.73000895977020264 0.069808244705200195 -0.89845025539398193 -0.9408642053604126 0.069115877151489258 -0.79411470890045166 -0.67424112558364868 -0.7598721981048584 
5    0.071233391761779771 0.46959873475134373  -0.35999999999999999  -0.50157105922698975         -0.89146411418914795 -1 -0.89543306827545166 0.75108957290649414 1 0.97240996360778809 -0.67402684688568115 -0.53457903861999512 0.85525810718536377 0.87264013290405273 0.73000895977020264 0.069808244705200195 -0.89845025539398193 -0.9408642053604126 0.069115877151489258 -0.79411470890045166 -0.67424112558364868 -0.7598721981048584 
6    0.076503088076909365 0.36839453379313153  -0.059999999999999998  -0.66259592771530151         -0.89146411418914795 -1 -0.89543306827545166 0.75108957290649414 1 0.97240996360778809 -0.67402684688568115 -0.53457903861999512 1 0.72990560531616211 1 0.069808244705200195 -0.89845025539398193 -0.9408642053604126 0.069115877151489258 -0.79411470890045166 -0.73624980449676514 -0.7598721981048584 
7    0.077326575915018708 0.36898334076007205  -0.070000000000000007  -0.67115908861160278         -0.89146411418914795 -1 -0.89543306827545166 0.75108957290649414 1 0.97240996360778809 -0.67402684688568115 -0.53457903861999512 0.96192145347595215 0.72990560531616211 1 0.069808244705200195 -0.89845025539398193 -0.9408642053604126 0.069115877151489258 -0.79411470890045166 -0.67424112558364868 -0.7598721981048584 
8    0.081264903148015322 0.38858487457036972  -0.080000000000000002  -0.60010069608688354         -0.89146411418914795 -1 -0.89543306827545166 0.65702974796295166 1 0.97240996360778809 -0.67402684688568115 -0.53457903861999512 0.85525810718536377 0.72990560531616211 1 0.18580186367034912 -0.89845025539398193 -0.9408642053604126 0.069115877151489258 -0.79411470890045166 -0.67424112558364868 -0.7598721981048584 
9    0.077059696118036897 0.38905775050322217  -0.11  -0.62306457757949829         -0.89146411418914795 -1 -0.89543306827545166 0.75108957290649414 1 0.97240996360778809 -0.67402684688568115 -0.53457903861999512 0.85525810718536377 0.72990560531616211 1 0.059995651245117188 -0.89845025539398193 -0.9408642053604126 0.069115877151489258 -0.79411470890045166 -0.67424112558364868 -0.7598721981048584 
10    0.080562214056650788 0.39981820806860924  -0.16  -0.62891048192977905         -0.89146411418914795 -1 -0.89543306827545166 0.75108957290649414 1 0.97240996360778809 -0.67402684688568115 -0.53457903861999512 0.85525810718536377 0.72990560531616211 1 0.18580186367034912 -0.89845025539398193 -0.9408642053604126 0.069115877151489258 -0.79411470890045166 -0.67424112558364868 -0.7598721981048584 
