0 1500 -0.0105407
1 2000 -0.00713011
2 2500 -0.000354928
3 3000 -0.000354928
4 3500 -0.000354928
5 4000 -0.000354928
6 4500 -0.000354928
7 5000 -0.000116978
8 5500 -0.000116978
9 6000 -0.000116978
10 6500 -7.13547e-05
11 7000 -7.13547e-05
12 7500 -7.13547e-05
13 8000 -7.13547e-05
14 8500 -7.13547e-05
15 9000 -7.13547e-05
16 9500 -7.13547e-05
17 10000 -7.13547e-05
18 10500 -7.13547e-05
19 11000 -7.13547e-05
20 11500 -7.13547e-05
21 12000 -7.13547e-05
22 12500 -7.13547e-05
23 13000 -7.13547e-05
24 13500 -7.13547e-05
25 14000 -7.13547e-05
26 14500 -7.13547e-05
27 15000 -7.13547e-05
28 15500 -7.13547e-05
29 16000 -7.13547e-05
30 16500 -7.13547e-05
31 17000 -7.13547e-05
32 17500 -7.13547e-05
33 18000 -7.13547e-05
34 18500 -7.13547e-05
35 19000 -7.13547e-05
36 19500 -7.13547e-05
37 20000 -7.13547e-05
38 20500 -6.50964e-05
39 21000 -6.50964e-05
40 21500 -6.50964e-05
41 22000 -6.50964e-05
42 22500 -6.50964e-05
43 23000 -6.50964e-05
44 23500 -6.50964e-05
45 24000 -6.50964e-05
46 24500 -6.50964e-05
47 25000 -6.50964e-05
48 25500 -6.50964e-05
49 26000 -6.50964e-05
50 26500 -6.50964e-05
51 27000 -6.50964e-05
52 27500 -6.50964e-05
53 28000 -6.50964e-05
54 28500 -6.50964e-05
55 29000 -6.50964e-05
56 29500 -6.50964e-05
57 30000 -6.50964e-05
58 30500 -6.50964e-05
59 31000 -6.50964e-05
60 31500 -6.50964e-05
61 32000 -6.50964e-05
62 32500 -6.50964e-05
63 33000 -6.50964e-05
64 33500 -6.50964e-05
65 34000 -6.50964e-05
66 34500 -6.50964e-05
67 35000 -6.50964e-05
68 35500 -6.50964e-05
69 36000 -6.50964e-05
70 36500 -6.50964e-05
71 37000 -6.50964e-05
72 37500 -6.50964e-05
73 38000 -6.50964e-05
74 38500 -6.50964e-05
75 39000 -6.50964e-05
76 39500 -6.50964e-05
