1,4.24264,0.4
11,3.95883,0.4
22,3.71094,0.4
33,3.47763,0.4
45,3.17676,0.4
56,2.88093,0.4
67,2.25823,0.4
78,1.90579,0.4
89,1.65483,0.4
100,1.17646,0.4
111,0.458678,0.4
122,0.355892,0.4
133,0.125497,0.4
